,avalanches
1933,"[1, 1]"
1934,"[1, 2]"
1935,"[1, 4]"
1936,"[1, 7]"
1937,"[1, 5]"
1938,"[1, 4]"
1939,"[1, 2]"
1940,"[1, 1]"
1941,"[1, 2]"
1942,"[1, 2]"
1943,"[1, 2]"
1944,"[1, 1]"
1945,"[1, 8]"
1946,"[1, 3]"
1947,"[1, 1]"
1948,"[1, 1]"
1949,"[1, 2]"
1950,"[1, 2]"
1951,"[1, 2]"
1952,"[1, 3]"
1953,"[1, 3]"
1954,"[1, 1]"
1955,"[1, 3]"
1956,"[1, 3]"
1957,"[1, 2]"
1958,"[1, 2]"
1959,"[1, 8]"
1960,"[1, 5]"
1961,"[1, 10]"
1962,"[1, 14]"
1963,"[1, 1]"
1964,"[1, 3]"
1965,"[1, 6]"
1966,"[1, 9]"
1967,"[1, 13]"
1968,"[1, 2]"
1969,"[1, 3]"
1970,"[1, 7]"
1971,"[1, 9]"
1972,"[1, 11]"
1973,"[1, 3]"
1974,"[1, 6]"
1975,"[1, 8]"
1976,"[1, 3]"
1977,"[1, 6]"
1978,"[1, 8]"
1979,"[1, 5]"
1980,"[17, 22, 9]"
1981,"[17, 22, 3]"
1982,"[20, 158, 517, 873, 839, 318, 13]"
1983,"[1, 10]"
1984,"[1, 15]"
1985,"[1, 3]"
1986,"[1, 3]"
1987,"[1, 7]"
1988,"[1, 6]"
1989,"[1, 7]"
1990,"[11, 102, 577, 1046, 1276, 1292, 1042, 336, 3]"
1991,"[1, 6]"
1992,"[1, 4]"
1993,"[1, 1]"
1994,"[1, 8]"
1995,"[10, 75, 428, 839, 1153, 1000, 549, 708, 220, 88]"
1996,"[1, 1]"
1997,"[1, 3]"
1998,"[1, 1]"
1999,"[1, 2]"
2000,"[1, 6]"
2001,"[1, 21]"
2002,"[1, 18]"
2003,"[1, 9]"
2004,"[1, 11]"
2005,"[1, 8]"
2006,"[1, 4]"
2007,"[1, 3]"
2008,"[1, 8]"
2009,"[1, 7]"
2010,"[1, 3]"
2011,"[1, 1]"
2012,"[1, 6]"
2013,"[1, 6]"
2014,"[1, 4]"
2015,"[1, 3]"
2016,"[1, 1]"
2017,"[1, 3]"
2018,"[1, 1]"
2019,"[1, 2]"
2020,"[1, 4]"
2021,"[1, 5]"
2022,"[1, 2]"
2023,"[1, 4]"
2024,"[1, 6]"
2025,"[1, 4]"
2026,"[1, 6]"
2027,"[1, 7]"
2028,"[1, 4]"
2029,"[1, 4]"
2030,"[1, 4]"
2031,"[1, 2]"
2032,"[1, 2]"
2033,"[1, 1]"
2034,"[1, 12]"
2035,"[4, 38, 216, 698, 1089, 1327, 972, 528, 224]"
2036,"[1, 1]"
2037,"[1, 4]"
2038,"[1, 4]"
2039,"[1, 1]"
2040,"[1, 3]"
2041,"[1, 1]"
2042,"[1, 1]"
2043,"[1, 1]"
2044,"[1, 1]"
2045,"[1, 3]"
2046,"[1, 22]"
2047,"[2, 17, 196, 463, 815, 1146, 1108, 1038, 416, 59]"
2048,"[1, 1]"
2049,"[1, 2]"
2050,"[1, 1]"
2051,"[1, 2]"
2052,"[1, 1]"
2053,"[1, 2]"
2054,"[1, 17]"
2055,"[1, 6]"
2056,"[1, 14]"
2057,"[1, 4]"
2058,"[1, 1]"
2059,"[1, 3]"
2060,"[1, 5]"
2061,"[1, 8]"
2062,"[1, 12]"
2063,"[1, 2]"
2064,"[1, 3]"
2065,"[1, 9]"
2066,"[1, 12]"
2067,"[1, 4]"
2068,"[1, 1]"
2069,"[1, 7]"
2070,"[1, 9]"
2071,"[4, 39, 339, 686, 1019, 1462, 1295, 841, 225, 2]"
2072,"[1, 3]"
2073,"[1, 2]"
2074,"[1, 1]"
2075,"[9, 58, 389, 1000, 1097, 1771, 1148, 416, 42]"
2076,"[1, 3]"
2077,"[1, 10]"
2078,"[1, 26]"
2079,"[1, 17]"
2080,"[1, 2]"
2081,"[1, 1]"
2082,"[1, 10]"
2083,"[1, 10]"
2084,"[1, 10]"
2085,"[1, 7]"
2086,"[1, 10]"
2087,"[1, 19]"
2088,"[1, 15]"
2089,"[8, 50, 307, 734, 1330, 1697, 2034, 879, 577, 882, 1097, 1152, 1747, 1868, 1400, 1580, 1565, 1382, 1529, 2163, 2107, 1811, 2074, 1947, 2169, 2861, 2590, 2275, 2281, 2175, 2654, 2869, 3220, 2876, 2581, 2567, 2810, 2958, 3260, 3191, 2926, 3216, 3176, 3344, 3331, 3149, 3269, 3541, 3833, 3449, 3316, 3404, 3430, 3795, 3861, 3820, 3637, 3462, 3769, 3801, 3830, 3924, 3564, 3779, 3798, 3836, 3940, 3609, 3795, 3803, 3834, 3961, 3616, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617, 3795, 3803, 3833, 3977, 3617]"
2090,"[1, 25]"
2091,"[1, 6]"
2092,"[1, 2]"
2093,"[1, 5]"
2094,"[1, 2]"
2095,"[1, 7]"
2096,"[1, 5]"
2097,"[1, 8]"
2098,"[1, 10]"
2099,"[1, 23]"
2100,"[1, 3]"
2101,"[1, 4]"
2102,"[1, 4]"
2103,"[1, 3]"
2104,"[1, 1]"
2105,"[1, 1]"
2106,"[1, 2]"
2107,"[1, 3]"
2108,"[1, 4]"
2109,"[1, 3]"
2110,"[1, 1]"
2111,"[1, 1]"
2112,"[1, 1]"
2113,"[1, 1]"
2114,"[1, 2]"
2115,"[1, 1]"
2116,"[1, 5]"
2117,"[1, 9]"
2118,"[1, 8]"
2119,"[1, 12]"
2120,"[1, 11]"
2121,"[1, 7]"
2122,"[1, 7]"
2123,"[1, 15]"
2124,"[34, 258, 812, 1048, 392, 388, 179, 75, 218, 601, 1181, 1359, 380, 513, 187, 5]"
2125,"[1, 4]"
2126,"[1, 3]"
2127,"[1, 1]"
2128,"[1, 5]"
2129,"[1, 2]"
2130,"[1, 9]"
2131,"[1, 6]"
2132,"[1, 13]"
2133,"[1, 9]"
2134,"[1, 5]"
2135,"[1, 7]"
2136,"[1, 14]"
2137,"[4, 36, 247, 597, 1302, 817, 1810, 1295, 392, 23]"
2138,"[1, 2]"
2139,"[1, 3]"
2140,"[1, 4]"
2141,"[1, 23]"
2142,"[1, 15]"
2143,"[1, 6]"
2144,"[1, 3]"
2145,"[1, 10]"
2146,"[1, 18]"
2147,"[1, 4]"
2148,"[1, 7]"
2149,"[1, 6]"
2150,"[1, 9]"
2151,"[1, 16]"
2152,"[1, 4]"
2153,"[1, 6]"
2154,"[1, 5]"
2155,"[1, 8]"
2156,"[1, 6]"
2157,"[1, 10]"
2158,"[1, 6]"
2159,"[1, 10]"
2160,"[1, 8]"
2161,"[1, 5]"
2162,"[1, 6]"
2163,"[1, 11]"
2164,"[1, 11]"
2165,"[1, 3]"
2166,"[1, 1]"
2167,"[1, 2]"
2168,"[1, 3]"
2169,"[1, 1]"
2170,"[1, 2]"
2171,"[1, 5]"
2172,"[1, 2]"
2173,"[1, 5]"
2174,"[1, 3]"
2175,"[1, 7]"
2176,"[1, 4]"
2177,"[1, 5]"
2178,"[1, 1]"
2179,"[1, 1]"
2180,"[1, 1]"
2181,"[1, 13, 5]"
2182,"[1, 44, 91, 4]"
2183,"[1, 2]"
2184,"[1, 4]"
2185,"[1, 2]"
2186,"[1, 1]"
2187,"[1, 21]"
2188,"[1, 18]"
2189,"[1, 13]"
2190,"[1, 21]"
2191,"[1, 23]"
2192,"[1, 13]"
2193,"[1, 17]"
2194,"[1, 17]"
2195,"[1, 8]"
2196,"[1, 7]"
2197,"[1, 1]"
2198,"[1, 4]"
2199,"[1, 3]"
2200,"[1, 7]"
2201,"[1, 9]"
2202,"[1, 13]"
2203,"[1, 10]"
2204,"[1, 7]"
2205,"[1, 3]"
2206,"[1, 6]"
2207,"[1, 7]"
2208,"[2, 21, 259, 552, 943, 1401, 1721, 1253, 1165, 712, 299, 507, 733, 531, 297, 253, 769, 569, 643, 720, 597, 467, 370, 902, 856, 676, 417, 321, 336, 501, 658, 722, 569, 562, 421, 410, 1036, 2170, 1409, 1046, 1196, 1086, 1933, 2091, 2703, 1496, 1320, 1404, 1405, 1782, 2300, 2316, 1584, 1855, 1743, 1503, 1692, 2204, 3114, 2197, 1714, 1985, 2249, 2305, 2634, 2659, 2522, 2222, 2344, 2473, 2592, 2862, 3333, 3186, 3026, 2798, 2947, 3246, 3326, 3390, 3399, 3490, 3308, 3460, 3588, 3606, 3625, 3940, 3613, 3628, 3627, 3642, 3916, 3963, 3702, 3683, 3710, 4008, 4064, 3723, 3683, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685, 3710, 4006, 4076, 3731, 3685]"
2209,"[1, 5]"
2210,"[1, 9]"
2211,"[1, 5]"
2212,"[1, 1]"
2213,"[1, 10]"
2214,"[1, 6]"
2215,"[1, 1]"
2216,"[1, 10]"
2217,"[1, 6]"
2218,"[1, 5]"
2219,"[1, 1]"
2220,"[1, 1]"
2221,"[26, 214, 888, 1099, 235, 150, 5]"
2222,"[1, 7]"
2223,"[1, 6]"
2224,"[1, 5]"
2225,"[1, 3]"
2226,"[1, 3]"
2227,"[1, 2]"
2228,"[1, 2]"
2229,"[1, 2]"
2230,"[1, 2]"
2231,"[1, 4]"
2232,"[1, 10]"
2233,"[1, 13]"
2234,"[1, 8]"
2235,"[1, 6]"
2236,"[1, 4]"
2237,"[1, 2]"
2238,"[1, 8]"
2239,"[1, 5]"
2240,"[1, 9]"
2241,"[1, 8]"
2242,"[1, 8]"
2243,"[1, 8, 30]"
2244,"[1, 1]"
2245,"[1, 1]"
2246,"[1, 1]"
2247,"[1, 19]"
2248,"[1, 6]"
2249,"[2, 20, 179, 613, 1681, 1559, 876, 164, 76, 502, 926, 1321, 1556, 1545, 1204, 451, 5]"
2250,"[1, 7]"
2251,"[1, 8]"
2252,"[1, 1]"
2253,"[1, 2]"
2254,"[1, 3]"
2255,"[1, 1]"
2256,"[1, 1]"
2257,"[1, 2]"
2258,"[1, 3]"
2259,"[1, 3]"
2260,"[1, 2]"
2261,"[1, 3]"
2262,"[1, 1]"
2263,"[1, 1]"
2264,"[1, 4]"
2265,"[1, 6]"
2266,"[1, 6]"
2267,"[1, 5]"
2268,"[1, 9]"
2269,"[1, 9]"
2270,"[2, 24, 1]"
2271,"[1, 5]"
2272,"[1, 4]"
2273,"[1, 9]"
2274,"[2, 10, 158, 560, 924, 1386, 1679, 1104, 637, 284, 190, 317, 574, 676, 1677, 896, 278, 21]"
2275,"[1, 11]"
2276,"[1, 13]"
2277,"[1, 8]"
2278,"[1, 7]"
2279,"[1, 16]"
2280,"[1, 17]"
2281,"[1, 18]"
2282,"[1, 16]"
2283,"[1, 16]"
2284,"[1, 20]"
2285,"[1, 5]"
2286,"[1, 2]"
2287,"[1, 1]"
2288,"[1, 3]"
2289,"[1, 1]"
2290,"[1, 14]"
2291,"[1, 9]"
2292,"[1, 11]"
2293,"[1, 2]"
2294,"[1, 1]"
2295,"[1, 9]"
2296,"[1, 4]"
2297,"[1, 5]"
2298,"[1, 11]"
2299,"[1, 5]"
